,user id,test group,converted,total ads,most ads day,most ads hour,mapped_customer_id,predicted_clv_90d
2137,1191390,ad,True,172,Monday,20,13066.0,8145.903219348772
2217,1267633,ad,True,149,Friday,20,13593.0,11408.166256497723
2226,1535593,ad,True,101,Wednesday,15,12646.0,10495.801057008146
2250,1138073,ad,True,92,Friday,20,14440.0,12180.13158930208
2263,1470365,ad,True,60,Thursday,19,13585.0,921.2669267165778
2291,1442288,ad,True,109,Wednesday,18,16296.0,135.93467348288678
2320,1047323,ad,True,141,Wednesday,20,13156.0,1872.5824317311126
2324,1339367,ad,True,357,Friday,20,14823.0,1725.4530850174226
2326,1043028,ad,True,230,Saturday,10,14700.0,9016.736744655032
2338,1473850,ad,True,121,Tuesday,20,16906.0,3767.5198829813357
2377,1027595,ad,True,105,Monday,19,13857.0,767.2900572728029
2406,1096758,ad,True,24,Sunday,12,14762.0,1521.3583424066944
2421,1204718,ad,True,180,Saturday,8,17005.0,761.0421726889421
2433,1561518,ad,True,546,Tuesday,20,16795.0,3664.5539571358313
2470,1500202,ad,True,175,Monday,20,16067.0,785.5064361133171
2525,1022151,ad,True,400,Monday,11,16205.0,5297.347380941108
2529,1308430,ad,True,266,Wednesday,3,14584.0,3992.612325732137
2531,904434,psa,True,7,Tuesday,20,16670.0,15465.829724906293
2554,1524493,ad,True,184,Tuesday,15,16160.0,4828.818373391809
2568,1604203,ad,True,1010,Thursday,14,17449.0,10201.10460027897
2570,1142193,ad,True,97,Tuesday,9,14264.0,3273.36300394915
2572,1127695,ad,True,83,Monday,19,15139.0,1289.2545290768744
2599,1132448,ad,True,118,Friday,12,14681.0,2779.682845739859
2601,1104707,ad,True,170,Sunday,20,14494.0,1559.3386864550225
2616,1506246,ad,True,622,Wednesday,17,15221.0,3532.2361367466515
2626,1407474,ad,True,654,Wednesday,9,16990.0,1651.0425791154316
2639,1330701,ad,True,152,Wednesday,13,15511.0,9417.944576197895
2671,1604050,ad,True,106,Sunday,20,14193.0,4248.512151764099
2674,1650609,ad,True,87,Saturday,22,18036.0,3956.838079925676
2707,1131386,ad,True,183,Wednesday,8,16136.0,2578.136202794163
2718,1252904,ad,True,170,Sunday,23,14162.0,1877.11360258905
2729,1148621,ad,True,104,Thursday,23,13389.0,4819.594145345298
2744,920737,psa,True,77,Monday,13,17616.0,3579.1877070571927
2751,904131,psa,True,111,Monday,12,13305.0,8440.207998352518
2815,1446529,ad,True,213,Friday,13,15160.0,458.14807127290555
2867,1239333,ad,True,143,Tuesday,18,17194.0,1513.2379609542963
2880,1256565,ad,True,802,Monday,15,17610.0,381.0287081080529
2901,1205397,ad,True,212,Friday,15,14454.0,1628.3577430813064
2923,1519836,ad,True,121,Monday,20,16993.0,1699.6910513701553
2955,1114785,ad,True,172,Sunday,20,17639.0,1672.7004016346923
2967,1136867,ad,True,129,Saturday,21,14960.0,3458.2145066751195
2970,1233879,ad,True,52,Sunday,20,14172.0,95.77751000127918
2979,901749,psa,True,364,Friday,21,17386.0,10506.650491773467
2987,1362048,ad,True,153,Sunday,21,17217.0,1206.198907889093
3029,1094767,ad,True,199,Monday,12,14644.0,4706.14833194563
3061,1257049,ad,True,83,Tuesday,14,17540.0,4116.628115733587
3079,1399724,ad,True,129,Monday,14,16584.0,5813.595839091491
3093,1587360,ad,True,243,Wednesday,8,16788.0,4191.0646280427145
3115,1418126,ad,True,233,Monday,11,13373.0,14464.91112746177
3120,1104016,ad,True,246,Sunday,13,15401.0,590.9655994422757
3121,1173735,ad,True,320,Wednesday,20,18146.0,2165.231025669001
3144,1186026,ad,True,48,Tuesday,20,13573.0,2937.948437156187
3162,1491474,ad,True,312,Thursday,20,17237.0,3030.617566767807
3177,1202342,ad,True,118,Sunday,18,14739.0,23776.468990351335
3201,1260785,ad,True,74,Saturday,19,16276.0,4482.036604663627
3255,1048008,ad,True,125,Tuesday,10,14780.0,4367.107468357837
3266,1137723,ad,True,79,Tuesday,21,17292.0,577.0371438880316
3305,1364101,ad,True,70,Wednesday,22,12642.0,7988.913353582126
3393,1205554,ad,True,46,Tuesday,15,16924.0,8334.92374994179
3403,1001470,ad,True,111,Sunday,21,13464.0,7462.989694429071
3409,1400202,ad,True,947,Friday,13,15638.0,2278.595765805518
3474,1203454,ad,True,347,Wednesday,12,16475.0,2839.104884793562
3501,1358381,ad,True,315,Sunday,10,12635.0,7586.40553096781
3549,1178990,ad,True,36,Tuesday,20,15071.0,4250.012009516286
3550,1474373,ad,True,152,Friday,19,17387.0,9418.050651162237
3576,1566694,ad,True,177,Saturday,17,13224.0,7947.30223329768
3600,1130042,ad,True,103,Wednesday,4,16945.0,17157.7559551091
3643,1201914,ad,True,199,Friday,20,13975.0,11149.672159685026
3660,1467141,ad,True,253,Sunday,19,17132.0,712.472931113842
3674,1470980,ad,True,88,Friday,18,15890.0,1004.356622604151
3686,1151846,ad,True,38,Sunday,20,14872.0,762.3507600926587
3696,1555619,ad,True,607,Monday,16,13300.0,3313.4488183717745
3718,1190870,ad,True,31,Friday,18,16326.0,10526.769042225851
3722,1275650,ad,True,47,Monday,7,14275.0,1102.9935721919223
3759,1012944,ad,True,138,Monday,1,15144.0,24304.814625436273
3765,1014334,ad,True,139,Wednesday,18,12560.0,8291.27154790237
3795,1381109,ad,True,219,Monday,10,16875.0,8246.168878683344
3855,1061206,ad,True,805,Monday,13,16453.0,216.89299450409464
3874,1512480,ad,True,109,Tuesday,22,14784.0,2547.443684123031
3889,1153710,ad,True,341,Saturday,13,14944.0,19574.064708447262
3905,1085547,ad,True,90,Monday,15,13045.0,2607.035882864055
3911,1133672,ad,True,175,Saturday,21,16551.0,4765.564328621236
3963,911160,psa,True,227,Wednesday,20,15110.0,4674.560055159192
3971,1177641,ad,True,90,Saturday,16,15715.0,199.70162022320105
3978,1589430,ad,True,280,Wednesday,19,16463.0,8018.49837300951
3984,1624399,ad,True,69,Thursday,20,14883.0,4632.262500430349
4017,1390205,ad,True,197,Tuesday,20,18079.0,11318.121575521533
4025,1094137,ad,True,159,Saturday,21,17083.0,8206.273605623972
4042,1373388,ad,True,58,Thursday,12,12724.0,5733.309974342929
4073,1197728,ad,True,230,Thursday,17,13247.0,5439.37896587404
4082,1169970,ad,True,144,Saturday,23,13797.0,1490.5204348303978
4086,1582249,ad,True,70,Tuesday,23,17468.0,2114.27114869695
4092,1222248,ad,True,379,Saturday,21,15239.0,6507.018171938217
4113,1105374,ad,True,199,Thursday,12,17580.0,1434.9373759160171
4123,1005708,ad,True,109,Monday,18,16729.0,31059.39328966207
4164,1170155,ad,True,173,Saturday,14,18136.0,4134.828429002034
4203,1201549,ad,True,92,Tuesday,14,15247.0,2838.3048534051054
4257,1342455,ad,True,261,Friday,20,16811.0,8453.931666597251
4264,1470361,ad,True,429,Thursday,18,14707.0,660.1915990982376
4281,1094774,ad,True,167,Sunday,21,15535.0,3403.839215200241
4290,1461728,ad,True,101,Tuesday,18,13984.0,4493.003693317951
4293,1405782,ad,True,70,Sunday,20,16838.0,2611.576120007582
4297,1199632,ad,True,112,Thursday,13,14725.0,3973.262503432383
4336,1647200,ad,True,225,Monday,21,17966.0,4304.166067235405
4370,1573400,ad,True,341,Saturday,21,14659.0,9181.24158310841
4376,1172124,ad,True,90,Sunday,9,14387.0,12568.187757516424
4387,1330965,ad,True,194,Sunday,9,17854.0,2661.154189938192
4416,1187388,ad,True,106,Friday,22,12712.0,14428.111401474845
4420,1173409,ad,True,38,Tuesday,13,16829.0,1974.5750210686058
4434,1482344,ad,True,250,Friday,22,15972.0,795.9112139732715
4473,1256642,ad,True,771,Monday,20,12482.0,170.31628741439465
4507,1597104,ad,True,473,Friday,7,15453.0,8957.4552079795
4530,1410186,ad,True,193,Thursday,13,16526.0,1716.6994091387296
4539,1388962,ad,True,218,Saturday,10,17658.0,3718.3638376907247
4541,1616025,ad,True,254,Sunday,9,16399.0,2944.9068454248873
4555,907124,psa,True,343,Sunday,20,16895.0,3119.084926370639
4561,1256377,ad,True,192,Saturday,21,17675.0,75562.59457056879
4573,1642091,ad,True,148,Friday,18,13717.0,5680.939863280117
4591,1083289,ad,True,153,Friday,12,18092.0,30658.11872791926
4593,1389200,ad,True,164,Wednesday,14,12584.0,9715.780558272254
4598,1163170,ad,True,109,Saturday,20,14182.0,597.9384776903157
4654,1548473,ad,True,103,Sunday,12,17962.0,1595.1823403757423
4698,1440696,ad,True,126,Wednesday,12,14492.0,312.03589747060806
4704,1061347,ad,True,284,Thursday,22,14068.0,2482.0021714268914
4707,1485493,ad,True,148,Sunday,17,16725.0,1164.603372672786
4719,1356051,ad,True,182,Sunday,21,16212.0,3280.7688616493774
4730,1624334,ad,True,186,Friday,22,13713.0,1139.0565274254704
4738,1504381,ad,True,157,Sunday,17,17198.0,3930.079110419524
4741,1349000,ad,True,159,Monday,19,13833.0,2450.001934585766
4744,1373144,ad,True,40,Wednesday,20,14720.0,6625.4696084292755
4821,1640156,ad,True,51,Tuesday,14,17184.0,515.13241529194
4840,1037925,ad,True,191,Wednesday,11,13155.0,5463.2825770417785
4845,1651184,ad,True,117,Wednesday,11,15858.0,8318.337410232478
4857,1164611,ad,True,120,Wednesday,15,17061.0,15752.857372258622
4924,1061824,ad,True,94,Wednesday,12,12674.0,9224.310411859007
4949,1267508,ad,True,90,Monday,15,13720.0,3912.1698943846764
4952,1321594,ad,True,164,Wednesday,18,16678.0,13411.061378024331
4955,1256722,ad,True,152,Thursday,18,13521.0,16336.982738612272
4966,1021004,ad,True,361,Monday,17,16746.0,35560.90499858469
4987,1135900,ad,True,105,Sunday,16,12369.0,2452.9704799038864
5010,1214936,ad,True,167,Saturday,21,14110.0,25737.031331058133
5014,1308502,ad,True,82,Monday,20,15461.0,821.1052737433463
5022,1165279,ad,True,1129,Friday,14,15917.0,1676.4701461134605
5023,1116535,ad,True,687,Monday,20,13870.0,11914.637146991907
5059,1164796,ad,True,40,Friday,21,17193.0,5428.1521142686815
5125,1517633,ad,True,239,Thursday,9,15983.0,8239.649641899985
5137,1572621,ad,True,481,Friday,21,13859.0,1234.923805172884
5140,1502843,ad,True,94,Saturday,16,15638.0,2278.595765805518
5142,1634010,ad,True,34,Saturday,21,17164.0,9676.929267271622
5168,1497007,ad,True,145,Tuesday,20,12790.0,2146.5227702310635
5178,1332470,ad,True,90,Wednesday,15,13221.0,1992.8074294441708
5190,1357346,ad,True,185,Friday,13,16811.0,8453.931666597251
5221,1466537,ad,True,9,Wednesday,12,13374.0,481.2676673984744
5228,1613269,ad,True,127,Sunday,20,13964.0,598.1619299308898
5242,1097984,ad,True,280,Friday,10,12628.0,8331.444520925254
5271,1497152,ad,True,175,Sunday,15,15603.0,1155.8616072509205
5318,1246341,ad,True,279,Monday,20,13745.0,1831.7662075718506
5327,1477215,ad,True,137,Wednesday,22,16550.0,17177.79154409833
5328,1408693,ad,True,564,Wednesday,10,14024.0,2492.8369027851945
5332,1550209,ad,True,95,Thursday,15,17024.0,3142.1177593959023
5350,1160974,ad,True,103,Tuesday,8,17126.0,5628.867510478332
5351,1306742,ad,True,193,Sunday,21,12530.0,8481.141102327036
5353,1183189,ad,True,157,Thursday,20,15257.0,1627.6415985180404
5401,1251862,ad,True,265,Tuesday,12,14905.0,4076.1209103188144
5414,1198523,ad,True,145,Friday,21,13164.0,364.62437747312885
5424,1555687,ad,True,212,Sunday,20,15025.0,2103.8104447107285
5440,1362570,ad,True,379,Saturday,20,16210.0,74934.65059624898
5446,1570537,ad,True,132,Tuesday,22,17769.0,15156.280988130704
5452,1260232,ad,True,339,Friday,18,18005.0,5757.503249777746
5456,1296011,ad,True,103,Saturday,12,16442.0,2488.8240933714965
5461,1079899,ad,True,276,Thursday,20,14711.0,13503.080510213049
5467,1424395,ad,True,264,Tuesday,12,16600.0,4667.167181943904
5477,1389288,ad,True,57,Tuesday,14,12576.0,5808.0346632838155
5488,1472483,ad,True,112,Sunday,17,15944.0,3575.486005881326
5493,1547538,ad,True,84,Monday,10,14329.0,20109.94715282383
5497,1323889,ad,True,212,Tuesday,21,18074.0,2126.55724894259
5507,1397544,ad,True,41,Friday,21,13484.0,2200.9434783509546
5513,1557020,ad,True,191,Saturday,19,16816.0,2716.743289727766
5521,1467367,ad,True,68,Saturday,21,16321.0,1757.6881717248862
5528,1115658,ad,True,343,Saturday,16,13118.0,7967.743071083789
5550,1308919,ad,True,11,Wednesday,20,14940.0,1193.2656846752645
5612,1296111,ad,True,137,Sunday,21,15812.0,10339.610574544624
5625,1463819,ad,True,71,Sunday,22,13098.0,107570.56048568498
5659,1286729,ad,True,171,Saturday,13,16511.0,4417.3920401162695
5660,1266174,ad,True,252,Sunday,19,18204.0,9511.704368148532
5670,1531057,ad,True,167,Monday,15,18177.0,4727.532082593531
5673,1282135,ad,True,61,Tuesday,7,15690.0,4520.849110775537
5675,1554280,ad,True,173,Sunday,15,17745.0,476.7884476132555
5699,1591884,ad,True,191,Tuesday,12,16170.0,14874.74331436403
5705,1025826,ad,True,60,Friday,21,13734.0,3176.6795760487457
5753,1417060,ad,True,492,Saturday,20,13998.0,647.0982378149267
5812,1132617,ad,True,601,Thursday,21,16271.0,7228.567331213062
5840,1385090,ad,True,152,Friday,20,15140.0,8303.019448992354
5853,1224863,ad,True,346,Sunday,10,13571.0,9676.992243289336
5857,1053704,ad,True,50,Friday,21,18227.0,1360.9124175676532
5866,1328397,ad,True,162,Sunday,21,17597.0,7552.778588588996
5875,1607210,ad,True,271,Friday,20,17647.0,1312.3071172029993
5893,1309638,ad,True,124,Thursday,15,13169.0,2944.6942365841687
5899,1208818,ad,True,89,Sunday,20,16931.0,17523.780022078852
5932,1170421,ad,True,252,Saturday,21,13976.0,2771.655126164306
5979,1440693,ad,True,186,Monday,17,14753.0,2912.0545613822155
5994,1397664,ad,True,276,Wednesday,20,17757.0,20036.393295262107
6013,1075010,ad,True,114,Tuesday,13,15865.0,4163.47302179682
6069,1094952,ad,True,108,Sunday,19,16120.0,5392.21195101413
6098,1150378,ad,True,75,Saturday,8,16750.0,4528.789773577812
6111,1314145,ad,True,184,Friday,19,16656.0,33072.351393282646
6154,1125229,ad,True,135,Tuesday,0,12352.0,10226.503369346668
6161,1380545,ad,True,158,Saturday,21,13599.0,19582.17450398212
6174,1407968,ad,True,74,Saturday,15,13760.0,3646.906301237481
6178,1438997,ad,True,101,Wednesday,21,18221.0,4974.118337720939
6196,1051961,ad,True,185,Saturday,8,13265.0,9355.477484847215
6204,1546804,ad,True,114,Wednesday,19,14720.0,6625.4696084292755
6206,1590277,ad,True,169,Tuesday,21,14707.0,660.1915990982376
6211,1613498,ad,True,72,Wednesday,6,12520.0,8451.819734144694
6276,1075068,ad,True,26,Tuesday,21,13542.0,35.59779229445135
6279,1439254,ad,True,58,Monday,18,17513.0,3469.9225212570145
6281,1000581,ad,True,11,Tuesday,19,14275.0,1102.9935721919223
6284,1239833,ad,True,78,Monday,16,13432.0,318.25578551804216
6293,1030520,ad,True,145,Tuesday,14,12517.0,11627.710605405997
6332,1511139,ad,True,121,Friday,20,16361.0,8908.088505085409
6339,1558102,ad,True,182,Tuesday,15,13979.0,7253.083278625921
6358,901723,psa,True,133,Friday,21,15073.0,5901.277001079391
6389,1169751,ad,True,106,Sunday,18,13787.0,3173.1507318596277
6397,1553544,ad,True,192,Sunday,21,14682.0,3146.9154079248656
6401,1144425,ad,True,92,Monday,20,13884.0,6005.714104370923
6428,1209533,ad,True,63,Tuesday,22,13080.0,1499.8548300391428
6465,1226267,ad,True,177,Tuesday,13,16374.0,4188.704871732418
6499,1639721,ad,True,112,Tuesday,22,13151.0,3768.5199361266523
6506,1050300,ad,True,163,Friday,21,17510.0,2441.988519224276
6511,1226680,ad,True,150,Saturday,14,17044.0,22626.69414704655
6523,1436388,ad,True,56,Tuesday,21,18095.0,2592.459638924721
6588,1073258,ad,True,452,Sunday,12,14421.0,4106.249314019232
6601,1164329,ad,True,33,Tuesday,23,13178.0,27584.46596462105
6654,1150662,ad,True,47,Sunday,21,15597.0,1955.8803920832368
6661,1414211,ad,True,179,Monday,19,16780.0,2770.25903837568
6670,1240834,ad,True,66,Tuesday,9,14701.0,9520.765560918326
6675,1556059,ad,True,16,Saturday,22,17287.0,8499.672407856579
6696,1123684,ad,True,14,Thursday,19,16226.0,1913.4229676117363
6697,1464218,ad,True,20,Friday,23,17063.0,7560.329692656705
6698,1637771,ad,True,794,Friday,19,18058.0,2090.649522577291
6722,1431028,ad,True,32,Friday,14,14110.0,25737.031331058133
6736,904266,psa,True,163,Saturday,13,16744.0,9341.643439666675
6737,1589747,ad,True,105,Saturday,20,15374.0,1420.3142081248493
6776,1281527,ad,True,81,Wednesday,13,16669.0,8952.879781782583
6790,1539657,ad,True,118,Wednesday,13,16524.0,910.057567129241
6811,1534323,ad,True,60,Wednesday,14,15551.0,4786.082993655182
6829,1207405,ad,True,440,Friday,22,15850.0,2890.1038627623157
6855,1200124,ad,True,55,Tuesday,22,14643.0,3445.7000082386517
6869,1248013,ad,True,34,Monday,22,14823.0,1725.4530850174226
6879,1256651,ad,True,52,Saturday,21,15262.0,1265.9993818904118
6895,1137239,ad,True,171,Friday,21,16374.0,4188.704871732418
6957,1132251,ad,True,159,Monday,16,16918.0,6772.932098399548
6965,1216795,ad,True,130,Tuesday,18,17590.0,16520.50712255644
6999,1595836,ad,True,82,Thursday,19,15863.0,1424.3954158216814
7014,1526551,ad,True,129,Monday,17,14634.0,371.3103080907025
7019,1570786,ad,True,84,Wednesday,16,16332.0,5619.967361375457
7024,1080396,ad,True,34,Friday,17,13795.0,1304.3696317858967
7033,1358351,ad,True,70,Saturday,19,14243.0,14893.947303084082
7060,1331849,ad,True,147,Saturday,21,16705.0,80369.12567350734
7077,1331041,ad,True,504,Friday,8,16362.0,3663.2626720879025
7080,1563348,ad,True,246,Friday,10,12837.0,1393.2989334661688
7100,1354246,ad,True,312,Sunday,11,13630.0,9046.455978976841
7128,1590324,ad,True,150,Monday,21,17342.0,1834.7687490077503
7130,1442932,ad,True,124,Tuesday,23,13567.0,941.3385023888808
7146,1097960,ad,True,131,Wednesday,9,14712.0,4355.693717629292
7162,1089943,ad,True,115,Monday,8,15073.0,5901.277001079391
7167,1268862,ad,True,215,Saturday,21,17613.0,17123.673166567696
7187,1209450,ad,True,1680,Tuesday,22,15780.0,2241.287170799797
7198,1470670,ad,True,175,Sunday,23,14543.0,29246.915940545685
7225,1289319,ad,True,54,Tuesday,22,17980.0,3638.302596954817
7254,1508242,ad,True,28,Saturday,15,16218.0,11748.599858879354
7264,1337440,ad,True,179,Tuesday,22,17274.0,1911.2450311485206
7269,1015687,ad,True,254,Monday,13,17841.0,137818.79877945842
7299,1092762,ad,True,127,Thursday,15,13867.0,6560.29304079723
7317,1241786,ad,True,32,Thursday,21,15800.0,3044.683742299172
7329,1422364,ad,True,74,Wednesday,21,18161.0,7014.038848009054
7374,1424300,ad,True,115,Friday,21,17088.0,6420.235615874706
7382,1189505,ad,True,47,Friday,13,17930.0,9843.731961610523
7414,1279241,ad,True,334,Friday,13,15955.0,18855.454323688322
7416,1398027,ad,True,110,Friday,22,13448.0,17376.179538007797
7417,1189231,ad,True,159,Monday,21,15277.0,2235.2814037476887
7427,1296354,ad,True,134,Tuesday,20,16271.0,7228.567331213062
7442,1113210,ad,True,115,Monday,21,16436.0,91.38203111474358
7444,1364767,ad,True,67,Sunday,20,18282.0,3707.9360145389383
7514,907718,psa,True,101,Sunday,20,13474.0,1765.203828609575
7516,1087690,ad,True,64,Thursday,23,14624.0,2422.5325120557677
7518,1130505,ad,True,49,Monday,22,16680.0,1975.0402457125927
7519,1092716,ad,True,74,Tuesday,22,12949.0,27797.928372528662
7522,1202829,ad,True,174,Tuesday,19,12514.0,2857.470432859418
7544,1048652,ad,True,141,Friday,21,13238.0,3270.7067165662916
7591,1554731,ad,True,907,Wednesday,15,17937.0,11690.880599678727
7606,1314228,ad,True,51,Saturday,15,16938.0,14398.66290928758
7611,1393311,ad,True,133,Tuesday,13,13537.0,540.5939485906498
7636,1273554,ad,True,497,Sunday,18,14479.0,2541.0142968530104
7650,1157153,ad,True,117,Friday,21,16779.0,63658.589815328254
7685,1337315,ad,True,57,Tuesday,22,12943.0,299.62477747065793
7689,1329683,ad,True,141,Friday,14,13416.0,2392.7069855918685
7697,1185760,ad,True,81,Sunday,12,17049.0,21494.652562665688
7700,1043125,ad,True,423,Saturday,22,16323.0,1512.553222771503
7711,1417055,ad,True,12,Sunday,21,13320.0,6593.558790872011
7757,1145040,ad,True,202,Sunday,7,17227.0,4753.2678024661955
7765,1122769,ad,True,152,Thursday,21,15883.0,7804.436131039226
7773,1206461,ad,True,307,Friday,21,16535.0,3152.205054665709
7786,1547223,ad,True,153,Sunday,21,16290.0,504.6326831938204
7788,1049833,ad,True,209,Tuesday,20,13945.0,966.2239535904126
7803,1163347,ad,True,83,Sunday,14,18112.0,2807.259775719129
7816,1375364,ad,True,506,Friday,8,14547.0,37284.45173163575
7853,1425926,ad,True,85,Saturday,10,15377.0,717.0595905347825
7871,1000826,ad,True,41,Sunday,8,14712.0,4355.693717629292
7885,1086408,ad,True,96,Saturday,21,18205.0,6097.005599592209
7901,1166004,ad,True,101,Thursday,2,17753.0,919.4593407372007
7929,1048981,ad,True,206,Monday,14,17188.0,9407.926054620812
7932,1508109,ad,True,162,Tuesday,13,17643.0,1000.683363137434
7950,1240885,ad,True,76,Monday,5,15637.0,1995.8285855848792
